"","id","pd","mpd","mntd","tree_sizes"
"236","8629a3ae7ffffff",509.846393,67.3206689090909,30.2535851818182,22
"237","862814377ffffff",963.168329,76.731752728861,22.1867935,54
"238","86281100fffffff",1268.610987,87.7167262592593,17.9157551707317,82
"239","86298d30fffffff",1069.980429,82.5457668884615,20.0443289538462,65
"240","862913417ffffff",991.123394,73.4349983441616,16.060502,68
"241","8629b5467ffffff",897.084466,73.0111416240929,21.6049432075472,53
"242","862832a97ffffff",1289.640475,98.614030296937,18.6137059466667,75
"243","8629aed97ffffff",811.224078,83.00359565722,26.5314833846154,39
"244","8629aba2fffffff",1111.301659,92.6767950054902,30.5656690784314,51
"245","8629a86c7ffffff",1413.276732,91.546672323832,20.4630998192771,83
"246","86298514fffffff",NA,NA,NA,0
"247","8629ad2a7ffffff",746.425832,83.2621832941177,28.4152454411765,34
"248","86485b367ffffff",961.919966,88.325655392911,20.8843844807692,52
"249","8629a386fffffff",351.652264,72.5292477727273,41.2490140833333,12
"250","8629a0507ffffff",1233.746287,78.4463681244132,20.5367944861111,72
"251","862810d97ffffff",1120.161545,96.3023572862264,20.3893906349206,63
"252","86298d097ffffff",1152.701753,70.3538646525821,18.9769746388889,72
"253","86283281fffffff",1253.621892,102.003043070807,19.7678482285714,70
"254","8629aeb1fffffff",1557.281659,86.988530899055,19.0281305360825,97
"255","8629ab7b7ffffff",950.964769,75.2725277366072,17.88860859375,64
"256","8629a844fffffff",1047.831182,99.5009339322444,18.0596967586207,58
"257","86281c047ffffff",1206.235719,81.6458047257658,19.541148,75
"258","862815977ffffff",1286.435882,78.0277340739289,18.3745361590909,88
"259","862981b6fffffff",805.673939,64.9118647993197,20.2796753877551,49
"260","862802507ffffff",1344.201747,81.2321732543417,18.2890668,85
"261","862834097ffffff",1458.46551,92.6939307328827,21.1350415180723,83
"262","862830d2fffffff",1106.860553,96.9553436644042,23.9351688269231,52
"263","8629ad02fffffff",1077.813738,78.4737927370629,16.9722989242424,66
"264","86485b0efffffff",408.712903,91.4864681969697,50.9373465833333,12
"265","8629a9cc7ffffff",NA,NA,NA,0
"266","8629a695fffffff",1005.654222,63.0407226747368,17.3065298552632,76
"267","8629a028fffffff",911.438091,70.8732088381129,27.3509579574468,47
"268","862810b1fffffff",1125.267865,71.3126586952381,14.2439599058824,85
"269","862989ab7ffffff",1221.566409,101.498340488531,21.0141539295775,71
"270","8628325a7ffffff",1262.612315,81.0803766364912,21.2877075,76
"271","8629ae8a7ffffff",69.946713,NA,NA,1
"272","8629a1b07ffffff",1424.685611,88.3893281405262,24.0603954615385,78
"273","862984c5fffffff",127.158706,114.423988,114.423988,2
"274","8629818f7ffffff",245.708209,73.8380081071429,40.865703,8
"275","86280228fffffff",947.10063,71.681353858396,18.7968776842105,57
"276","862830ab7ffffff",1612.675908,106.200245321245,16.8112408571429,105
"277","8629acdb7ffffff",1401.687684,78.2675957348484,18.1697193977273,88
"278","8629a9a4fffffff",1220.085074,84.157357630137,19.9884926621622,74
"279","8629a66e7ffffff",1043.387526,77.8265594349727,23.2825714590164,61
"280","8629a0017ffffff",1341.441824,83.51761985,21.2807424320988,81
"281","862813c0fffffff",365.246114,71.8604654615385,42.5260092307692,13
"282","8628108a7ffffff",745.25662,72.4125911896392,18.5650985744681,47
"283","86298cba7ffffff",1374.3477,89.9974485373285,18.4131819111111,90
"284","86280079fffffff",1104.794619,99.476913155102,30.7073306,50
"285","862835697ffffff",1547.978108,105.812395333465,15.5360268910891,101
"286","8629b1997ffffff",187.249043,64.0707078666667,39.0375338333333,6
"287","86283232fffffff",1289.350857,102.037020656716,23.5521769852941,68
"288","8629ae62fffffff",879.81823,66.0078240254237,17.6720789833333,60
"289","8629ab2c7ffffff",1235.710055,82.552462952048,17.5306299358974,78
"290","8629a188fffffff",1212.695452,92.8798296361582,21.2981312,60
"291","862815487ffffff",496.050471,66.767210673913,26.6000035833333,24
"292","862802017ffffff",1279.508585,82.0642365923695,17.4482137619048,84
"293","862833ba7ffffff",1267.590726,85.002892228298,19.2970293636364,77
"294","8629a646fffffff",336.800435,80.3967408666667,52.6805065,10
"295","8629a3107ffffff",312.576025,92.2692437777778,46.4231934444444,9
"296","862813997ffffff",425.612746,67.9403522416667,40.78888425,16
"297","86281062fffffff",719.37011,79.692954505291,38.4585656428571,28
"298","86298c92fffffff",781.894342,71.626263122449,18.5002933877551,49
"299","8628320b7ffffff",1186.623549,81.8549363924495,21.4213425882353,68
"300","8629ae3b7ffffff",949.407038,75.238960426501,14.5741608285714,70
"301","8629ab04fffffff",1259.129712,83.295817187926,16.6255404556962,79
"302","8629a1617ffffff",1184.49409,80.7576958239087,24.6906546875,64
"303","86281520fffffff",677.698845,78.4568571854839,26.513244,32
"304","86298476fffffff",NA,NA,NA,0
"305","862836c97ffffff",1459.956341,93.7298783571237,21.5286955057471,87
"306","86283392fffffff",1367.659587,88.3088263849545,18.9133850843373,83
"307","8629ac8c7ffffff",960.112013,74.0087056025974,20.1703502142857,56
"308","8629a955fffffff",712.061207,94.9925750555556,29.2975568571429,28
"309","862816a87ffffff",843.885048,93.0745918920635,25.6044573611111,36
"310","8628103b7ffffff",69.946714,NA,NA,1
"311","86298934fffffff",1230.49967,88.7744111093643,17.5734028181818,77
"312","8629a4707ffffff",1349.243684,94.5357564053315,20.738798025974,77
"313","8629a139fffffff",1175.241121,95.4627703324009,20.8980084545455,66
"314","862811c2fffffff",1241.995936,84.860787797954,18.8198287681159,69
"315","862836a1fffffff",921.100831,88.3559253461225,19.259108,50
"316","8628336b7ffffff",1270.002902,89.8748325345268,21.3853062753623,69
"317","86283034fffffff",1484.459016,91.2679611907615,18.0092617555556,90
"318","8629ac64fffffff",282.957163,76.0943509454546,24.0445759090909,11
"319","8629a92e7ffffff",1456.520667,85.7925389085046,19.5160913586957,92
"320","8629a2c17ffffff",NA,NA,NA,0
"321","86281680fffffff",NA,NA,NA,0
"322","862985d6fffffff",NA,NA,NA,0
"323","862806707ffffff",1208.476293,79.7399197460815,15.2513617613636,88
"324","8629b122fffffff",1013.57443,73.5146686336538,21.0178832461538,65
"325","8629aab5fffffff",969.790004,81.509561081239,19.1126206101695,59
"326","8629a448fffffff",1066.786402,87.0783864947589,24.7630654259259,54
"327","8629a1127ffffff",1223.49903,77.434337370624,20.5704614794521,73
"328","862814d1fffffff",645.163741,69.2057704048583,16.5907697692308,39
"329","8628119b7ffffff",NA,NA,NA,0
"330","86298dcb7ffffff",970.970056000001,71.1900165796211,20.1187285396825,63
"331","86291a48fffffff",1271.852538,81.4133138867811,17.1754450853659,82
"332","8628367a7ffffff",1191.465088,99.3594417530055,23.8741281803279,61
"333","8628300d7ffffff",1203.877691,86.2560213206793,18.0866042692308,78
"334","8629a906fffffff",1066.19214,86.0547779782214,21.7884563275862,58
"335","8629a299fffffff",979.83808,78.6321553788235,24.5273917058823,51
"336","86281cc67ffffff",954.390616,68.6140940586991,19.6923325967742,62
"337","862985af7ffffff",639.396413,79.654230034188,31.340890037037,27
"338","86280648fffffff",87.419217,34.945008,34.945008,2
"339","862834cb7ffffff",1448.972501,92.4372673186018,18.8748674666667,90
"340","8629adc4fffffff",1258.001553,85.135858713615,20.4913565416667,72
"341","8629aa8e7ffffff",1048.994942,71.0599581188812,15.3185075384615,78
"342","862814aa7ffffff",1192.788079,80.3505096590564,20.1272115616438,73
"343","862984007ffffff",69.946717,NA,NA,1
"344","8629b5b97ffffff",361.199537,75.711936969697,45.7698475,12
"345","86283652fffffff",1252.540969,88.3358614627093,19.4941242739726,73
"346","8629ac15fffffff",1393.645202,88.1216941800274,18.6276192325581,86
"347","8629a2727ffffff",90.20416,40.514889,40.514889,2
"348","86281631fffffff",921.250028000001,71.6175534154882,20.3568507090909,55
"349","862806217ffffff",1188.276494,85.6242083124769,18.3411550675676,74
"350","8628316d7ffffff",1437.353845,89.4303993204927,16.4179022,95
"351","86485ba97ffffff",NA,NA,NA,0
"352","8629aa66fffffff",766.126975,61.3411503043137,17.9483332156863,51
"353","8629a0c37ffffff",324.790873,61.6820292424242,41.7276640833333,12
"354","86281482fffffff",1041.353409,74.1535493007017,15.2414981052632,76
"355","8628114c7ffffff",679.231541,66.5496222497096,21.246839047619,42
"356","8629b591fffffff",NA,NA,NA,0
"357","8628362b7ffffff",1371.034219,96.601435477145,18.2919901149425,87
"358","8629a24afffffff",NA,NA,NA,0
"359","862985607ffffff",537.372138,93.4827437205882,41.4692131176471,17
"360","862802c37ffffff",1121.803647,73.6429755076605,20.6115549142857,70
"361","86283145fffffff",1454.064899,85.118040430575,18.6708437419355,93
"362","8629ad75fffffff",1231.289265,87.9646245524296,21.0545760724638,69
"363","8629a3d27ffffff",356.573443,78.0568797090909,51.5099616363636,11
"364","8628145b7ffffff",813.686407,66.7660809638009,17.997873,52
"365","86281124fffffff",1211.511353,86.672616738806,20.0460675588235,68
"366","86298d54fffffff",1231.243395,73.1512488430211,21.9708015540541,74
"367","8629b56a7ffffff",779.854593,75.0150510926829,25.7112348536585,41
"368","862832cd7ffffff",1449.857726,92.8945585988833,21.854107626506,83
"369","8629abc6fffffff",988.206655,82.0923068429379,19.0946043333333,60
"370","8629a8907ffffff",389.979259,61.0948370526316,26.1377736842105,19
"371","8629a559fffffff",1457.759294,103.787740404697,18.3098552560976,82
"372","8629a2237ffffff",332.529794,90.2826553888889,52.7598787777778,9
"373","862812ac7ffffff",975.719738,84.6514546123959,28.2928763191489,47
"374","86298538fffffff",69.946714,NA,NA,1
"375","86283454fffffff",1410.32414,97.2302196329114,21.7963439375,80
"376","8629ad4e7ffffff",894.674485,69.588572477551,23.41188046,50
"377","8629a3aafffffff",111.670784,35.3649826666667,35.1549946666667,3
"378","8629a0747ffffff",1542.142603,90.7148393167603,20.954035,87
"379","86298d2d7ffffff",813.420547000001,73.1206146478432,17.2967473921569,51
"380","862832a5fffffff",1422.742308,88.8087310683473,21.8485382470588,85
"381","8629aed5fffffff",651.388782,59.5116174324324,23.2474201578947,38
"382","8629a868fffffff",1370.123783,95.5642695567601,19.9711888414634,82
"383","862815bb7ffffff",188.586939,122.182821333333,115.097629,3
"384","86281284fffffff",1061.958097,72.2325577686567,20.8561192647059,68
"385","862985117ffffff",793.729261,61.7962377358491,19.7362705,54
"386","862802747ffffff",815.881047,69.4382675663265,18.5554033877551,49
"387","8628342d7ffffff",1589.796412,94.8105106455567,22.4315627191011,89
"388","8629ad26fffffff",1378.56947,89.338188071605,18.4472037160494,81
"389","86485b32fffffff",843.080253,75.1446026492063,35.4330234722222,36
"390","8629a6b9fffffff",1001.927647,82.0857851258318,21.8550086034483,58
"391","8629a3837ffffff",1543.152966,84.1022525167263,18.5085322142857,98
"392","8629a04cfffffff",1282.300391,82.9368593981782,17.8181474819277,83
"393","8628140c7ffffff",769.790774,72.910685173913,19.8979765434783,46
"394","862810d5fffffff",320.353738,54.8301625614035,17.3459881052632,19
"395","86298d05fffffff",703.880798,88.6671338952381,19.7320919722222,36
"396","8629b51b7ffffff",69.946714,NA,NA,1
"397","8629aeae7ffffff",586.47538,82.1054393133333,33.54774956,25
"398","8629a8417ffffff",1022.240826,89.0433768597402,20.8645048035714,56
"399","8629a1d47ffffff",1556.241016,97.4683703079937,20.8494247613636,88
"400","86281c00fffffff",69.946713,NA,NA,1
"401","862981b37ffffff",NA,NA,NA,0
"402","8628024cfffffff",407.455746,97.8477671868132,32.1636835714286,14
"403","86283405fffffff",1119.529612,86.0615843232324,25.4530975454545,55
"404","862830cf7ffffff",1164.584726,106.009167166569,22.6267647118644,59
"405","86485b0b7ffffff",541.304224,105.470208703297,60.9921896428571,14
"406","8629a9c8fffffff",925.397891,96.9591823832659,29.5603282051282,39
"407","8629a6927ffffff",555.173833,68.8268638091954,20.1983425666667,30
